idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.658955,0.000706,0.458043,0.294220,0.200912,0.293515
1,0.731968,0.003169,0.521356,0.337569,0.210612,0.334400
2,0.642520,0.000700,0.443151,0.284743,0.199369,0.284043
3,0.683101,0.002914,0.494771,0.321105,0.188330,0.318190
4,0.629406,0.000690,0.434311,0.279326,0.195095,0.278636
5,0.640140,0.002730,0.470152,0.306165,0.169988,0.303435
6,0.614891,0.000748,0.425857,0.274214,0.189034,0.273466
7,0.620450,0.001872,0.459248,0.300593,0.161202,0.298721
8,0.613954,0.001468,0.422572,0.272479,0.191383,0.271012
9,0.626395,0.002352,0.458565,0.301337,0.167830,0.298985
10,0.681559,0.001444,0.465366,0.299646,0.216193,0.298202
11,0.586424,0.002821,0.440320,0.288506,0.146105,0.285685
12,0.677272,0.001158,0.463206,0.298951,0.214066,0.297793
13,0.558755,0.004075,0.418879,0.279756,0.139876,0.275681
14,0.675972,0.001441,0.460967,0.298082,0.215005,0.296641
15,0.535793,0.004408,0.403882,0.275280,0.131910,0.270872
16,0.678217,0.002293,0.461349,0.298876,0.216868,0.296582
17,0.513140,0.004247,0.390729,0.271987,0.122411,0.267740
18,0.702034,0.001539,0.480172,0.309130,0.221862,0.307591
19,0.618790,0.003139,0.457935,0.299828,0.160856,0.296688
20,0.659060,0.003675,0.453664,0.292090,0.205396,0.288415
21,0.618770,0.002731,0.454384,0.300605,0.164386,0.297874
22,0.639188,0.004871,0.437658,0.281869,0.201529,0.276999
23,0.647076,0.006606,0.474889,0.313291,0.172186,0.306685
24,0.640451,0.004460,0.436504,0.281513,0.203948,0.277054
25,0.662394,0.010576,0.485392,0.319941,0.177003,0.309365
26,0.707919,0.001423,0.486620,0.313136,0.221299,0.311713
27,0.667264,0.003027,0.484602,0.316393,0.182663,0.313366
28,0.658845,0.003026,0.454310,0.292104,0.204536,0.289078
29,0.672752,0.002780,0.492803,0.323300,0.179949,0.320519
30,0.644070,0.001617,0.444076,0.285713,0.199994,0.284096
31,0.688299,0.002170,0.506573,0.332152,0.181726,0.329982
32,0.648862,0.000892,0.448301,0.288968,0.200561,0.288075
33,0.693480,0.001950,0.510601,0.335000,0.182879,0.333049
34,0.704441,0.001488,0.487054,0.313236,0.217387,0.311749
35,0.716399,0.003117,0.513754,0.334459,0.202645,0.331342
36,0.664905,0.002901,0.461990,0.296909,0.202914,0.294007
37,0.714814,0.002842,0.519903,0.339551,0.194910,0.336708
38,0.652337,0.001966,0.454038,0.291903,0.198299,0.289937
39,0.719305,0.002616,0.527603,0.344639,0.191701,0.342023
40,0.654935,0.001522,0.457838,0.294743,0.197097,0.293221
41,0.720996,0.002514,0.529615,0.346112,0.191382,0.343598
42,0.000000,0.000000,0.014199,0.068098,0.014199,0.068098
43,0.000000,0.000000,0.033653,0.161396,0.033653,0.161396
44,0.000000,0.000000,0.014937,0.071633,0.014937,0.071633
