idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.000000,0.000000,0.298964,0.325040,0.298964,0.325040
1,0.000000,0.000000,0.332536,0.362102,0.332536,0.362102
2,0.000000,0.000000,0.289448,0.314733,0.289448,0.314733
3,0.000000,0.000000,0.314427,0.342648,0.314427,0.342648
4,0.000000,0.000000,0.283638,0.308503,0.283638,0.308503
5,0.000000,0.000000,0.297636,0.324846,0.297636,0.324846
6,0.000000,0.000000,0.278170,0.302645,0.278170,0.302645
7,0.000000,0.000000,0.289349,0.316426,0.289349,0.316426
8,0.000000,0.000000,0.277310,0.301787,0.277310,0.301787
9,0.000000,0.000000,0.289441,0.316907,0.289441,0.316907
10,0.000000,0.000000,0.305326,0.332189,0.305326,0.332189
11,0.000000,0.000000,0.277156,0.303091,0.277156,0.303091
12,0.000000,0.000000,0.304654,0.331640,0.304654,0.331640
13,0.000000,0.000000,0.262110,0.288408,0.262110,0.288408
14,0.000000,0.000000,0.304025,0.331068,0.304025,0.331068
15,0.000000,0.000000,0.251156,0.277989,0.251156,0.277989
16,0.000000,0.000000,0.304703,0.331913,0.304703,0.331913
17,0.000000,0.000000,0.241193,0.268616,0.241193,0.268616
18,0.000000,0.000000,0.315277,0.342990,0.315277,0.342990
19,0.000000,0.000000,0.289015,0.315898,0.289015,0.315898
20,0.000000,0.000000,0.297696,0.323872,0.297696,0.323872
21,0.000000,0.000000,0.285760,0.313415,0.285760,0.313415
22,0.000000,0.000000,0.288090,0.313432,0.288090,0.313432
23,0.000000,0.000000,0.299273,0.328009,0.299273,0.328009
24,0.000000,0.000000,0.288254,0.313698,0.288254,0.313698
25,0.000000,0.000000,0.306909,0.336293,0.306909,0.336293
26,0.000000,0.000000,0.319159,0.347164,0.319159,0.347164
27,0.000000,0.000000,0.306908,0.335114,0.306908,0.335114
28,0.000000,0.000000,0.296599,0.322554,0.296599,0.322554
29,0.000000,0.000000,0.310967,0.340134,0.310967,0.340134
