idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.331234,0.347558,0.386739,0.319145,0.055505,0.028413
1,0.365221,0.383203,0.443280,0.368891,0.078059,0.014312
2,0.323763,0.339645,0.373511,0.308308,0.049748,0.031338
3,0.351023,0.368448,0.422464,0.352992,0.071440,0.015456
4,0.316208,0.331738,0.364676,0.301271,0.048468,0.030467
5,0.336641,0.353516,0.403661,0.339921,0.067020,0.013595
6,0.310526,0.325778,0.357049,0.295215,0.046522,0.030564
7,0.334444,0.351165,0.396029,0.336476,0.061585,0.014689
8,0.312760,0.328112,0.354547,0.293424,0.041787,0.034687
9,0.340047,0.356904,0.397018,0.338984,0.056971,0.017921
10,0.333673,0.350083,0.390367,0.322920,0.056694,0.027163
11,0.299036,0.314261,0.379342,0.322310,0.080306,0.008049
12,0.331822,0.348155,0.387869,0.321462,0.056048,0.026694
13,0.284375,0.298933,0.365444,0.318061,0.081070,0.019128
14,0.332094,0.348472,0.386245,0.320508,0.054151,0.027964
15,0.272877,0.286899,0.354364,0.314143,0.081487,0.027244
16,0.334298,0.350843,0.386534,0.321127,0.052236,0.029716
17,0.261872,0.275406,0.344011,0.310207,0.082139,0.034800
18,0.346097,0.363424,0.403055,0.333356,0.056958,0.030068
19,0.307809,0.323247,0.394010,0.333725,0.086201,0.010478
20,0.330209,0.346559,0.381848,0.315771,0.051639,0.030788
21,0.319072,0.334882,0.394337,0.338658,0.075265,0.003776
22,0.320432,0.336192,0.369722,0.305750,0.049291,0.030441
23,0.338078,0.354774,0.410244,0.350705,0.072166,0.004069
24,0.318967,0.334649,0.368492,0.304990,0.049525,0.029659
25,0.347057,0.364209,0.419023,0.357090,0.071966,0.007119
26,0.352705,0.370694,0.408782,0.337903,0.056077,0.032791
27,0.328356,0.344569,0.416148,0.350658,0.087792,0.006090
28,0.335023,0.351846,0.382041,0.315491,0.047018,0.036355
29,0.344637,0.361569,0.424920,0.360631,0.080282,0.000938
30,0.326274,0.342488,0.374097,0.309003,0.047823,0.033485
31,0.356732,0.374271,0.435849,0.369120,0.079117,0.005151
32,0.325441,0.341578,0.377049,0.311777,0.051608,0.029801
33,0.360079,0.377819,0.439396,0.371706,0.079317,0.006113
34,0.355911,0.374338,0.409276,0.338075,0.053365,0.036264
35,0.352273,0.369586,0.440124,0.369207,0.087851,0.000379
36,0.341082,0.358527,0.387965,0.320218,0.046883,0.038309
37,0.363548,0.381416,0.446338,0.376287,0.082789,0.005128
38,0.332967,0.349768,0.381832,0.315196,0.048865,0.034572
39,0.369675,0.387828,0.452643,0.381405,0.082969,0.006423
40,0.331049,0.347653,0.384656,0.317763,0.053608,0.029890
41,0.370510,0.388710,0.454685,0.382949,0.084175,0.005760
42,0.000000,0.000000,0.059479,0.123411,0.059479,0.123411
43,0.000000,0.000000,0.099072,0.233141,0.099072,0.233141
44,0.000000,0.000000,0.064904,0.134367,0.064904,0.134367
45,0.000000,0.000000,0.095590,0.227098,0.095590,0.227098
46,0.000000,0.000000,0.068568,0.141791,0.068568,0.141791
47,0.000000,0.000000,0.090407,0.220936,0.090407,0.220936
48,0.000000,0.000000,0.070876,0.146530,0.070876,0.146530
49,0.000000,0.000000,0.087033,0.219367,0.087033,0.219367
50,0.000000,0.000000,0.072843,0.150583,0.072843,0.150583
51,0.000000,0.000000,0.085259,0.221177,0.085259,0.221177
52,0.000000,0.000000,0.064695,0.134116,0.064695,0.134116
53,0.000000,0.000000,0.081404,0.214784,0.081404,0.214784
54,0.000000,0.000000,0.067185,0.139367,0.067185,0.139367
55,0.000000,0.000000,0.077916,0.220174,0.077916,0.220174
56,0.000000,0.000000,0.069005,0.143235,0.069005,0.143235
57,0.000000,0.000000,0.076293,0.225384,0.076293,0.225384
58,0.000000,0.000000,0.070309,0.146036,0.070309,0.146036
59,0.000000,0.000000,0.074679,0.229397,0.074679,0.229397
60,0.000000,0.000000,0.061577,0.127893,0.061577,0.127893
61,0.000000,0.000000,0.082212,0.220767,0.082212,0.220767
62,0.000000,0.000000,0.064280,0.133607,0.064280,0.133607
63,0.000000,0.000000,0.078717,0.228694,0.078717,0.228694
64,0.000000,0.000000,0.066383,0.138089,0.066383,0.138089
65,0.000000,0.000000,0.076469,0.233273,0.076469,0.233273
66,0.000000,0.000000,0.067947,0.141475,0.067947,0.141475
67,0.000000,0.000000,0.074023,0.235575,0.074023,0.235575
68,0.000000,0.000000,0.058849,0.122387,0.058849,0.122387
69,0.000000,0.000000,0.083860,0.227093,0.083860,0.227093
70,0.000000,0.000000,0.060990,0.126994,0.060990,0.126994
71,0.000000,0.000000,0.080797,0.235705,0.080797,0.235705
72,0.000000,0.000000,0.063075,0.131388,0.063075,0.131388
73,0.000000,0.000000,0.078791,0.240430,0.078791,0.240430
74,0.000000,0.000000,0.064667,0.134759,0.064667,0.134759
75,0.000000,0.000000,0.076589,0.242857,0.076589,0.242857
76,0.000000,0.000000,0.056314,0.117236,0.056314,0.117236
77,0.000000,0.000000,0.086217,0.233222,0.086217,0.233222
78,0.000000,0.000000,0.057656,0.120181,0.057656,0.120181
79,0.000000,0.000000,0.083758,0.240403,0.083758,0.240403
80,0.000000,0.000000,0.059058,0.123158,0.059058,0.123158
81,0.000000,0.000000,0.082197,0.245100,0.082197,0.245100
82,0.000000,0.000000,0.060421,0.126047,0.060421,0.126047
83,0.000000,0.000000,0.080315,0.247893,0.080315,0.247893
84,0.486825,0.003982,0.490020,0.003537,0.003195,0.000446
85,0.287279,0.007113,0.245363,0.016322,0.041916,0.009209
86,0.612128,0.002284,0.628732,0.004782,0.016604,0.002497
87,0.556716,0.002939,0.508574,0.006549,0.048142,0.003611
88,0.352284,0.002937,0.344198,0.008265,0.008087,0.005328
89,0.550254,0.003310,0.505604,0.009048,0.044650,0.005738
90,0.658250,0.027416,0.668069,0.007304,0.009819,0.020113
91,0.909959,0.017070,0.875006,0.027805,0.034953,0.010736
92,0.299384,0.001571,0.294893,0.024882,0.004491,0.023311
93,0.898374,0.016717,0.827892,0.058634,0.070482,0.041918
94,0.674893,0.026470,0.656474,0.014313,0.018418,0.012157
95,0.990004,0.199101,0.876863,0.154702,0.113141,0.044399
96,0.287650,0.015031,0.325616,0.013427,0.037966,0.001604
97,1.164283,0.014794,0.949271,0.230513,0.215012,0.215719
98,0.558812,0.006200,0.584110,0.005836,0.025298,0.000364
99,1.129925,0.008410,1.012744,0.030898,0.117181,0.022488
100,0.401881,0.001216,0.403746,0.004744,0.001864,0.003528
101,1.119833,0.014119,1.012048,0.031740,0.107784,0.017622
102,0.382750,1.670276,-0.000000,5.900805,0.382750,4.230528
103,0.424898,1.969958,0.000000,7.633362,0.424898,5.663404
104,0.000000,0.000000,0.194965,2.492852,0.194965,2.492852
105,0.000000,0.000000,0.208685,5.968765,0.208685,5.968765
106,0.493160,0.517240,0.586191,0.433770,0.093031,0.083470
107,0.476190,0.499433,0.595238,0.490846,0.119048,0.008587
108,0.000000,0.000000,0.190476,0.392677,0.190476,0.392677
