idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.000000,0.000000,0.217488,0.322628,0.217488,0.322628
1,0.000000,0.000000,0.234481,0.347858,0.234481,0.347858
2,0.000000,0.000000,0.210980,0.312966,0.210980,0.312966
3,0.000000,0.000000,0.226346,0.335791,0.226346,0.335791
4,0.000000,0.000000,0.206044,0.305647,0.206044,0.305647
5,0.000000,0.000000,0.217915,0.323291,0.217915,0.323291
6,0.000000,0.000000,0.203460,0.301819,0.203460,0.301819
7,0.000000,0.000000,0.215590,0.319850,0.215590,0.319850
8,0.000000,0.000000,0.204820,0.303828,0.204820,0.303828
9,0.000000,0.000000,0.216626,0.321380,0.216626,0.321380
10,0.000000,0.000000,0.217128,0.322085,0.217128,0.322085
11,0.000000,0.000000,0.196381,0.291352,0.196381,0.291352
12,0.000000,0.000000,0.217417,0.322509,0.217417,0.322509
13,0.000000,0.000000,0.184181,0.273287,0.184181,0.273287
14,0.000000,0.000000,0.218090,0.323510,0.218090,0.323510
15,0.000000,0.000000,0.175643,0.260630,0.175643,0.260630
16,0.000000,0.000000,0.219268,0.325262,0.219268,0.325262
17,0.000000,0.000000,0.167685,0.248835,0.167685,0.248835
18,0.000000,0.000000,0.226609,0.336147,0.226609,0.336147
19,0.000000,0.000000,0.201078,0.298330,0.201078,0.298330
20,0.000000,0.000000,0.222270,0.329760,0.222270,0.329760
21,0.000000,0.000000,0.199356,0.295897,0.199356,0.295897
22,0.000000,0.000000,0.216793,0.321739,0.216793,0.321739
23,0.000000,0.000000,0.207693,0.308564,0.207693,0.308564
24,0.000000,0.000000,0.214849,0.318906,0.214849,0.318906
25,0.000000,0.000000,0.212139,0.315488,0.212139,0.315488
26,0.000000,0.000000,0.233105,0.345780,0.233105,0.345780
27,0.000000,0.000000,0.211727,0.314144,0.211727,0.314144
28,0.000000,0.000000,0.224021,0.332337,0.224021,0.332337
29,0.000000,0.000000,0.219708,0.325979,0.219708,0.325979
30,0.000000,0.000000,0.216404,0.321023,0.216404,0.321023
31,0.000000,0.000000,0.228380,0.338825,0.228380,0.338825
32,0.000000,0.000000,0.213845,0.317213,0.213845,0.317213
33,0.000000,0.000000,0.231810,0.343900,0.231810,0.343900
34,0.000000,0.000000,0.236965,0.351506,0.236965,0.351506
35,0.000000,0.000000,0.225067,0.333947,0.225067,0.333947
36,0.000000,0.000000,0.228753,0.339352,0.228753,0.339352
37,0.000000,0.000000,0.231859,0.344005,0.231859,0.344005
38,0.000000,0.000000,0.222031,0.329372,0.222031,0.329372
39,0.000000,0.000000,0.237876,0.352909,0.237876,0.352909
40,0.000000,0.000000,0.219355,0.325391,0.219355,0.325391
41,0.000000,0.000000,0.240437,0.356689,0.240437,0.356689
42,0.212781,0.063177,0.091335,0.136542,0.121446,0.073364
43,0.660839,0.138680,0.107221,0.159125,0.553617,0.020445
44,0.237423,0.071811,0.102414,0.152795,0.135009,0.080984
45,0.624112,0.130768,0.101831,0.151231,0.522281,0.020463
46,0.252912,0.079356,0.109428,0.163131,0.143484,0.083775
47,0.576946,0.120963,0.090433,0.134506,0.486513,0.013543
48,0.256962,0.084002,0.111933,0.166918,0.145029,0.082916
49,0.536722,0.112667,0.079503,0.118625,0.457218,0.005958
50,0.253508,0.087341,0.113796,0.169606,0.139712,0.082264
51,0.506303,0.106294,0.071015,0.106396,0.435289,0.000103
52,0.224692,0.076079,0.104612,0.156608,0.120080,0.080529
53,0.510887,0.107397,0.067870,0.101445,0.443017,0.005952
54,0.219641,0.080272,0.106390,0.159564,0.113251,0.079292
55,0.461046,0.097135,0.052522,0.079482,0.408524,0.017653
56,0.213626,0.083455,0.107225,0.161034,0.106400,0.077580
57,0.432112,0.091310,0.043040,0.066307,0.389072,0.025003
58,0.207426,0.086715,0.107817,0.162099,0.099609,0.075384
59,0.407527,0.086394,0.034745,0.055199,0.372782,0.031195
60,0.207732,0.073329,0.099649,0.149517,0.108083,0.076187
61,0.512502,0.107871,0.064859,0.096903,0.447644,0.010967
62,0.202008,0.077726,0.101461,0.152611,0.100547,0.074885
63,0.459943,0.097019,0.047661,0.072353,0.412281,0.024666
64,0.196619,0.081346,0.102680,0.154701,0.093939,0.073355
65,0.427924,0.090638,0.037221,0.058256,0.390703,0.032381
66,0.191424,0.085151,0.103910,0.156784,0.087514,0.071633
67,0.400834,0.085388,0.028241,0.047008,0.372592,0.038380
68,0.192637,0.070630,0.094502,0.142093,0.098135,0.071463
69,0.523659,0.110518,0.064287,0.095869,0.459372,0.014648
70,0.186875,0.074829,0.096220,0.145065,0.090655,0.070235
71,0.473416,0.100117,0.047805,0.072169,0.425611,0.027948
72,0.183550,0.078096,0.097751,0.147643,0.085798,0.069547
73,0.442252,0.093821,0.037966,0.058689,0.404286,0.035131
74,0.180511,0.081537,0.099130,0.149996,0.081382,0.068458
75,0.416419,0.088727,0.029590,0.047970,0.386829,0.040757
76,0.178570,0.067720,0.088587,0.133517,0.089983,0.065797
77,0.544173,0.115340,0.066142,0.098386,0.478032,0.016954
78,0.174528,0.071117,0.090014,0.135971,0.084514,0.064854
79,0.502514,0.106652,0.052964,0.079180,0.449550,0.027472
