idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.000000,0.000000,0.203672,0.302098,0.203672,0.302098
1,0.000000,0.000000,0.223941,0.332173,0.223941,0.332173
2,0.000000,0.000000,0.197956,0.293619,0.197956,0.293619
3,0.000000,0.000000,0.211779,0.314133,0.211779,0.314133
4,0.000000,0.000000,0.195107,0.289394,0.195107,0.289394
5,0.000000,0.000000,0.199702,0.296225,0.199702,0.296225
6,0.000000,0.000000,0.192215,0.285106,0.192215,0.285106
7,0.000000,0.000000,0.193525,0.287065,0.193525,0.287065
8,0.000000,0.000000,0.191160,0.283539,0.191160,0.283539
9,0.000000,0.000000,0.192335,0.285284,0.192335,0.285284
10,0.000000,0.000000,0.209676,0.311006,0.209676,0.311006
11,0.000000,0.000000,0.185897,0.275748,0.185897,0.275748
12,0.000000,0.000000,0.210251,0.311857,0.210251,0.311857
13,0.000000,0.000000,0.174333,0.258605,0.174333,0.258605
14,0.000000,0.000000,0.210077,0.311599,0.210077,0.311599
15,0.000000,0.000000,0.166187,0.246522,0.166187,0.246522
16,0.000000,0.000000,0.210905,0.312830,0.210905,0.312830
17,0.000000,0.000000,0.159031,0.235908,0.159031,0.235908
18,0.000000,0.000000,0.216415,0.320999,0.216415,0.320999
19,0.000000,0.000000,0.193877,0.287583,0.193877,0.287583
20,0.000000,0.000000,0.205383,0.304643,0.205383,0.304643
21,0.000000,0.000000,0.190346,0.282346,0.190346,0.282346
22,0.000000,0.000000,0.198097,0.293832,0.198097,0.293832
23,0.000000,0.000000,0.199277,0.295591,0.199277,0.295591
24,0.000000,0.000000,0.197875,0.293503,0.197875,0.293503
25,0.000000,0.000000,0.204167,0.302842,0.204167,0.302842
26,0.000000,0.000000,0.219102,0.324982,0.219102,0.324982
27,0.000000,0.000000,0.206081,0.305684,0.206081,0.305684
28,0.000000,0.000000,0.204475,0.303292,0.204475,0.303292
29,0.000000,0.000000,0.208188,0.308800,0.208188,0.308800
30,0.000000,0.000000,0.199862,0.296445,0.199862,0.296445
31,0.000000,0.000000,0.214346,0.317934,0.214346,0.317934
32,0.000000,0.000000,0.202323,0.300096,0.202323,0.300096
33,0.000000,0.000000,0.216445,0.321049,0.216445,0.321049
34,0.000000,0.000000,0.218933,0.324732,0.218933,0.324732
35,0.000000,0.000000,0.219420,0.325470,0.219420,0.325470
36,0.000000,0.000000,0.207359,0.307568,0.207359,0.307568
37,0.000000,0.000000,0.220784,0.327487,0.220784,0.327487
38,0.000000,0.000000,0.203431,0.301739,0.203431,0.301739
39,0.000000,0.000000,0.223888,0.332092,0.223888,0.332092
40,0.000000,0.000000,0.205377,0.304627,0.205377,0.304627
41,0.000000,0.000000,0.224956,0.333678,0.224956,0.333678
42,0.057250,0.107051,0.140992,0.148357,0.083742,0.041306
43,0.161414,0.296061,0.161416,0.168803,0.000002,0.127259
44,0.062828,0.118321,0.158253,0.166086,0.095425,0.047765
45,0.152787,0.280244,0.152765,0.159983,0.000022,0.120261
46,0.066525,0.126003,0.168832,0.177010,0.102306,0.051008
47,0.141677,0.259884,0.135243,0.141890,0.006434,0.117994
48,0.067554,0.128462,0.172900,0.181317,0.105346,0.052855
49,0.132188,0.242474,0.118952,0.125262,0.013236,0.117212
50,0.067163,0.128453,0.175480,0.183947,0.108317,0.055494
51,0.124482,0.228327,0.106221,0.112400,0.018261,0.115927
52,0.060215,0.114271,0.161938,0.170654,0.101723,0.056384
53,0.125758,0.230681,0.100815,0.106973,0.024943,0.123707
54,0.059489,0.113685,0.165050,0.174343,0.105561,0.060658
55,0.114044,0.209204,0.077479,0.084015,0.036564,0.125189
56,0.058554,0.112637,0.166616,0.176303,0.108062,0.063666
57,0.107385,0.196997,0.062954,0.070605,0.044432,0.126393
58,0.057636,0.111657,0.167691,0.177699,0.110055,0.066042
59,0.101604,0.186396,0.050306,0.059785,0.051299,0.126611
60,0.056500,0.107274,0.154303,0.163088,0.097802,0.055814
61,0.125973,0.231061,0.096164,0.102172,0.029808,0.128888
62,0.055604,0.106359,0.157525,0.167026,0.101920,0.060667
63,0.113628,0.208428,0.070150,0.076650,0.043477,0.131779
64,0.054868,0.105684,0.159708,0.169705,0.104839,0.064021
65,0.106309,0.195020,0.054069,0.062240,0.052241,0.132779
66,0.054255,0.105326,0.161753,0.172183,0.107498,0.066857
67,0.099992,0.183455,0.040365,0.051449,0.059627,0.132006
68,0.053090,0.100851,0.146287,0.155048,0.093197,0.054197
69,0.128357,0.235440,0.095037,0.100861,0.033320,0.134580
70,0.052122,0.099799,0.149185,0.158653,0.097063,0.058854
71,0.116423,0.213563,0.070181,0.076253,0.046242,0.137310
72,0.051714,0.099595,0.151593,0.161558,0.099879,0.061963
73,0.109164,0.200266,0.055009,0.062292,0.054155,0.137974
74,0.051496,0.099793,0.153684,0.164112,0.102187,0.064319
75,0.103033,0.189051,0.042190,0.051676,0.060843,0.137375
76,0.049797,0.094605,0.137153,0.145819,0.087356,0.051214
77,0.132786,0.243594,0.097653,0.103285,0.035132,0.140309
78,0.049035,0.093782,0.139361,0.148551,0.090326,0.054769
79,0.122629,0.224972,0.077260,0.082764,0.045369,0.142207
80,0.048899,0.093944,0.141506,0.151094,0.092606,0.057149
81,0.116308,0.213391,0.065062,0.070943,0.051245,0.142448
82,0.048997,0.094537,0.143874,0.153875,0.094877,0.059338
83,0.110736,0.203203,0.054304,0.061078,0.056432,0.142125
84,0.478430,0.015000,0.486898,0.003077,0.008468,0.011924
85,0.330389,0.013957,0.295169,0.035056,0.035220,0.021098
86,0.630011,0.011987,0.623026,0.003804,0.006985,0.008183
87,0.586856,0.026378,0.528044,0.008119,0.058812,0.018259
88,0.345252,0.017266,0.357992,0.006413,0.012740,0.010853
89,0.594854,0.035599,0.508659,0.007496,0.086195,0.028103
90,0.661922,0.010961,0.656697,0.005981,0.005225,0.004980
91,0.954979,0.043086,0.864480,0.022605,0.090499,0.020482
92,0.297381,0.019887,0.251882,0.035337,0.045499,0.015449
93,0.979690,0.066945,0.751041,0.068313,0.228648,0.001368
94,0.659067,0.039674,0.660269,0.007063,0.001202,0.032611
95,1.195550,0.070196,0.947422,0.127840,0.248129,0.057644
96,0.350910,0.099078,0.297859,0.014615,0.053051,0.084462
97,1.062181,0.251025,0.685541,0.324726,0.376640,0.073701
98,0.578423,0.012423,0.571163,0.003902,0.007259,0.008521
99,1.236818,0.092128,1.019076,0.003966,0.217742,0.088162
100,0.395897,0.007531,0.401105,0.003231,0.005208,0.004299
101,1.223301,0.096641,1.013949,0.009819,0.209351,0.086823
102,0.000000,0.000000,-0.405080,2.812060,0.405080,2.812060
103,0.000000,0.000000,-0.446601,3.118640,0.446601,3.118640
104,0.027980,0.080044,0.000000,1.845477,0.027980,1.765433
105,0.001059,0.033550,-0.000000,2.268538,0.001060,2.234988
106,0.171542,0.314670,0.517282,0.349416,0.345740,0.034746
107,0.000000,0.000000,0.312500,0.463512,0.312500,0.463512
108,0.229167,0.420297,0.479167,0.499566,0.250000,0.079269
