idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.000000,0.000000,0.286298,0.324645,0.286298,0.324645
1,0.000000,0.000000,0.314572,0.356713,0.314572,0.356713
2,0.000000,0.000000,0.277275,0.314413,0.277275,0.314413
3,0.000000,0.000000,0.296639,0.336378,0.296639,0.336378
4,0.000000,0.000000,0.272010,0.308451,0.272010,0.308451
5,0.000000,0.000000,0.280005,0.317525,0.280005,0.317525
6,0.000000,0.000000,0.267008,0.302786,0.267008,0.302786
7,0.000000,0.000000,0.271214,0.307566,0.271214,0.307566
8,0.000000,0.000000,0.266781,0.302517,0.266781,0.302517
9,0.000000,0.000000,0.271172,0.307510,0.271172,0.307510
10,0.000000,0.000000,0.293243,0.332532,0.293243,0.332532
11,0.000000,0.000000,0.259653,0.294452,0.259653,0.294452
12,0.000000,0.000000,0.293085,0.332351,0.293085,0.332351
13,0.000000,0.000000,0.243745,0.276412,0.243745,0.276412
14,0.000000,0.000000,0.292730,0.331951,0.292730,0.331951
15,0.000000,0.000000,0.232191,0.263317,0.232191,0.263317
16,0.000000,0.000000,0.293465,0.332790,0.293465,0.332790
17,0.000000,0.000000,0.221772,0.251511,0.221772,0.251511
18,0.000000,0.000000,0.302771,0.343332,0.302771,0.343332
19,0.000000,0.000000,0.271021,0.307336,0.271021,0.307336
20,0.000000,0.000000,0.285727,0.324007,0.285727,0.324007
21,0.000000,0.000000,0.267000,0.302759,0.267000,0.302759
22,0.000000,0.000000,0.276711,0.313777,0.276711,0.313777
23,0.000000,0.000000,0.279651,0.317107,0.279651,0.317107
24,0.000000,0.000000,0.277020,0.314124,0.277020,0.314124
25,0.000000,0.000000,0.286771,0.325185,0.286771,0.325185
26,0.000000,0.000000,0.306304,0.347335,0.306304,0.347335
27,0.000000,0.000000,0.288461,0.327104,0.288461,0.327104
28,0.000000,0.000000,0.284056,0.322117,0.284056,0.322117
29,0.000000,0.000000,0.291619,0.330677,0.291619,0.330677
30,0.000000,0.000000,0.278659,0.315983,0.278659,0.315983
31,0.000000,0.000000,0.299833,0.339991,0.299833,0.339991
32,0.000000,0.000000,0.282268,0.320073,0.282268,0.320073
33,0.000000,0.000000,0.302719,0.343262,0.302719,0.343262
34,0.000000,0.000000,0.305438,0.346353,0.305438,0.346353
35,0.000000,0.000000,0.307161,0.348308,0.307161,0.348308
36,0.000000,0.000000,0.287171,0.325656,0.287171,0.325656
37,0.000000,0.000000,0.308721,0.350072,0.308721,0.350072
38,0.000000,0.000000,0.282915,0.320817,0.282915,0.320817
39,0.000000,0.000000,0.313317,0.355285,0.313317,0.355285
40,0.000000,0.000000,0.286368,0.324724,0.286368,0.324724
41,0.000000,0.000000,0.314947,0.357131,0.314947,0.357131
42,0.220114,0.051952,0.100660,0.143487,0.119454,0.091535
43,0.679624,0.100479,0.132615,0.212305,0.547009,0.111826
44,0.245031,0.059136,0.111625,0.158605,0.133406,0.099469
45,0.640550,0.094393,0.126446,0.204775,0.514104,0.110382
46,0.260104,0.065782,0.118492,0.168216,0.141612,0.102435
47,0.592814,0.087354,0.114905,0.192737,0.477909,0.105383
48,0.262410,0.069283,0.121692,0.172816,0.140718,0.103533
49,0.551228,0.081462,0.105046,0.184744,0.446183,0.103283
50,0.257015,0.072422,0.124290,0.176455,0.132724,0.104033
51,0.521006,0.077508,0.097978,0.181115,0.423028,0.103608
52,0.231558,0.062771,0.112727,0.160462,0.118831,0.097692
53,0.525876,0.078258,0.092197,0.172901,0.433679,0.094643
54,0.225338,0.066162,0.115414,0.164573,0.109925,0.098411
55,0.474815,0.071070,0.078816,0.169614,0.395998,0.098543
56,0.218327,0.068599,0.117113,0.167233,0.101214,0.098634
57,0.445571,0.067138,0.070902,0.170696,0.374669,0.103558
58,0.211361,0.071008,0.118235,0.169023,0.093126,0.098015
59,0.420347,0.063872,0.063798,0.172128,0.356549,0.108256
60,0.214575,0.059997,0.107256,0.152978,0.107319,0.092981
61,0.528145,0.078972,0.090445,0.175065,0.437700,0.096093
62,0.207617,0.063984,0.110122,0.157433,0.097495,0.093449
63,0.474285,0.071428,0.075963,0.174227,0.398322,0.102798
64,0.201211,0.067006,0.112286,0.160813,0.088925,0.093806
65,0.441967,0.067195,0.067054,0.176128,0.374913,0.108933
66,0.195217,0.070080,0.114107,0.163640,0.081111,0.093561
67,0.414449,0.063799,0.059117,0.177930,0.355332,0.114130
68,0.199648,0.057678,0.101913,0.145624,0.097735,0.087946
69,0.540270,0.081278,0.091153,0.179588,0.449117,0.098310
70,0.193111,0.061271,0.104513,0.149719,0.088599,0.088448
71,0.489471,0.074223,0.077336,0.179448,0.412134,0.105224
72,0.189041,0.064050,0.106908,0.153416,0.082133,0.089366
73,0.458618,0.070230,0.068941,0.181222,0.389677,0.110992
74,0.185399,0.066903,0.108877,0.156446,0.076522,0.089544
75,0.433434,0.067440,0.061485,0.182424,0.371949,0.114984
76,0.185852,0.055561,0.096192,0.137764,0.089660,0.082203
77,0.561778,0.085141,0.094196,0.185565,0.467582,0.100424
78,0.181665,0.058272,0.098164,0.140875,0.083501,0.082603
79,0.520513,0.079499,0.082668,0.184401,0.437844,0.104902
80,0.179848,0.060271,0.100242,0.144050,0.079605,0.083779
81,0.495751,0.076478,0.075548,0.184818,0.420203,0.108340
82,0.178516,0.062523,0.102399,0.147309,0.076117,0.084786
83,0.475183,0.074729,0.068880,0.184747,0.406304,0.110018
84,0.498062,0.000868,0.488284,0.002932,0.009777,0.002064
85,0.325939,0.003869,0.265620,0.033584,0.060319,0.029715
86,0.619293,0.001441,0.625679,0.004045,0.006386,0.002604
87,0.556801,0.001020,0.514242,0.010306,0.042560,0.009286
88,0.368914,0.006247,0.352223,0.007090,0.016691,0.000843
89,0.551721,0.006384,0.500392,0.006025,0.051329,0.000358
90,0.654638,0.001212,0.662050,0.006324,0.007413,0.005112
91,0.906575,0.004383,0.868317,0.021963,0.038258,0.017581
92,0.276286,0.008888,0.274465,0.036637,0.001821,0.027749
93,0.905459,0.023583,0.788217,0.066758,0.117242,0.043175
94,0.710003,0.004272,0.655891,0.008365,0.054112,0.004093
95,1.182611,0.014903,0.893157,0.145147,0.289454,0.130244
96,0.234984,0.038263,0.311303,0.016499,0.076319,0.021764
97,0.675060,0.010111,0.821893,0.301655,0.146833,0.291543
98,0.564506,0.001402,0.576732,0.004386,0.012226,0.002984
99,1.153516,0.002801,1.007687,0.006013,0.145828,0.003212
100,0.402897,0.002052,0.401469,0.003273,0.001428,0.001221
101,1.132751,0.003245,1.003731,0.004078,0.129021,0.000832
102,0.000000,0.000000,-0.000000,4.003859,0.000000,4.003859
103,0.000000,0.000000,-0.000000,4.444457,0.000000,4.444457
104,0.058830,0.504030,0.175796,2.513968,0.116965,2.009938
105,0.170590,1.197357,0.207105,5.496889,0.036515,4.299531
106,0.715612,0.105041,0.593712,0.392999,0.121900,0.287958
107,0.000000,0.000000,0.437500,0.496078,0.437500,0.496078
108,0.979167,0.142826,0.333333,0.471405,0.645833,0.328578
