idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.000000,0.000000,0.451836,0.299910,0.451836,0.299910
1,0.000000,0.000000,0.517696,0.347484,0.517696,0.347484
2,0.000000,0.000000,0.436332,0.289721,0.436332,0.289721
3,0.000000,0.000000,0.493248,0.333032,0.493248,0.333032
4,0.000000,0.000000,0.426196,0.283336,0.426196,0.283336
5,0.000000,0.000000,0.472069,0.322409,0.472069,0.322409
6,0.000000,0.000000,0.417610,0.277968,0.417610,0.277968
7,0.000000,0.000000,0.463902,0.320602,0.463902,0.320602
8,0.000000,0.000000,0.413902,0.275752,0.413902,0.275752
9,0.000000,0.000000,0.464374,0.323265,0.464374,0.323265
10,0.000000,0.000000,0.455582,0.303386,0.455582,0.303386
11,0.000000,0.000000,0.444580,0.306861,0.444580,0.306861
12,0.000000,0.000000,0.452646,0.302263,0.452646,0.302263
13,0.000000,0.000000,0.428467,0.305755,0.428467,0.305755
14,0.000000,0.000000,0.450774,0.301414,0.450774,0.301414
15,0.000000,0.000000,0.414970,0.303047,0.414970,0.303047
16,0.000000,0.000000,0.451312,0.302124,0.451312,0.302124
17,0.000000,0.000000,0.402118,0.299468,0.402118,0.299468
18,0.000000,0.000000,0.469697,0.312775,0.469697,0.312775
19,0.000000,0.000000,0.460876,0.316591,0.460876,0.316591
20,0.000000,0.000000,0.444842,0.296179,0.444842,0.296179
21,0.000000,0.000000,0.460684,0.322860,0.460684,0.322860
22,0.000000,0.000000,0.430068,0.286261,0.430068,0.286261
23,0.000000,0.000000,0.478989,0.333188,0.478989,0.333188
24,0.000000,0.000000,0.428554,0.285497,0.428554,0.285497
25,0.000000,0.000000,0.488234,0.337787,0.488234,0.337787
26,0.000000,0.000000,0.476182,0.316903,0.476182,0.316903
27,0.000000,0.000000,0.485776,0.331340,0.485776,0.331340
28,0.000000,0.000000,0.445509,0.296160,0.445509,0.296160
29,0.000000,0.000000,0.496094,0.341742,0.496094,0.341742
30,0.000000,0.000000,0.435870,0.289823,0.435870,0.289823
31,0.000000,0.000000,0.508415,0.348983,0.508415,0.348983
32,0.000000,0.000000,0.439300,0.292512,0.439300,0.292512
33,0.000000,0.000000,0.511561,0.350490,0.511561,0.350490
34,0.000000,0.000000,0.477063,0.317219,0.477063,0.317219
35,0.000000,0.000000,0.513186,0.347894,0.513186,0.347894
36,0.000000,0.000000,0.453199,0.301126,0.453199,0.301126
37,0.000000,0.000000,0.520721,0.355228,0.520721,0.355228
38,0.000000,0.000000,0.445512,0.296081,0.445512,0.296081
39,0.000000,0.000000,0.527659,0.359507,0.527659,0.359507
40,0.000000,0.000000,0.448573,0.298424,0.448573,0.298424
41,0.000000,0.000000,0.529358,0.360364,0.529358,0.360364
42,0.103199,0.129368,0.018277,0.075443,0.084922,0.053925
43,0.137638,0.173116,0.046447,0.191680,0.091191,0.018564
44,0.117348,0.147110,0.019282,0.079565,0.098066,0.067544
45,0.129854,0.163305,0.045513,0.187817,0.084340,0.024512
46,0.127206,0.159468,0.020292,0.083712,0.106914,0.075756
47,0.116477,0.146471,0.044933,0.185386,0.071545,0.038915
48,0.131160,0.164424,0.021117,0.087115,0.110043,0.077309
49,0.100654,0.126626,0.045207,0.186475,0.055447,0.059849
50,0.133779,0.167714,0.021689,0.089468,0.112090,0.078246
51,0.087414,0.109916,0.046093,0.190138,0.041321,0.080221
52,0.118361,0.148384,0.018789,0.077468,0.099573,0.070916
53,0.084744,0.106875,0.044157,0.182160,0.040587,0.075285
54,0.119902,0.150319,0.020066,0.082739,0.099836,0.067580
55,0.063139,0.079984,0.045613,0.188211,0.017526,0.108227
56,0.120098,0.150567,0.021059,0.086832,0.099039,0.063735
57,0.049754,0.063572,0.046846,0.193319,0.002908,0.129747
58,0.120289,0.150806,0.021683,0.089401,0.098606,0.061405
59,0.037755,0.049136,0.047804,0.197261,0.010050,0.148126
60,0.111526,0.139821,0.017772,0.073278,0.093753,0.066542
61,0.080835,0.102082,0.045440,0.187436,0.035395,0.085353
62,0.113030,0.141712,0.019150,0.078968,0.093879,0.062744
63,0.056928,0.072548,0.047480,0.195906,0.009447,0.123358
64,0.113817,0.142704,0.020220,0.083377,0.093597,0.059327
65,0.041502,0.053947,0.048801,0.201366,0.007299,0.147419
66,0.114821,0.143966,0.020930,0.086303,0.093890,0.057662
67,0.028530,0.038964,0.049665,0.204918,0.021135,0.165954
68,0.104640,0.131196,0.017076,0.070407,0.087563,0.060789
69,0.081068,0.102412,0.046940,0.193619,0.034128,0.091207
70,0.105720,0.132557,0.018267,0.075332,0.087452,0.057224
71,0.058224,0.074104,0.049175,0.202863,0.009050,0.128760
72,0.106813,0.133933,0.019309,0.079628,0.087504,0.054304
73,0.043659,0.056433,0.050513,0.208375,0.006854,0.151943
74,0.108025,0.135455,0.020006,0.082497,0.088019,0.052958
75,0.031148,0.041800,0.051353,0.211815,0.020205,0.170015
76,0.097147,0.121809,0.016714,0.068917,0.080433,0.052892
77,0.084806,0.107059,0.048371,0.199534,0.036435,0.092475
78,0.098032,0.122923,0.017492,0.072140,0.080540,0.050783
79,0.066285,0.083940,0.050284,0.207422,0.016001,0.123482
80,0.098859,0.123963,0.018219,0.075146,0.080640,0.048817
81,0.054882,0.069759,0.051403,0.212044,0.003479,0.142284
82,0.099922,0.125296,0.018827,0.077651,0.081095,0.047645
83,0.044269,0.056697,0.052150,0.215113,0.007881,0.158416
84,0.493581,0.003377,0.491438,0.003811,0.002143,0.000434
85,0.310216,0.024307,0.240649,0.010224,0.069567,0.014083
86,0.611881,0.001986,0.629817,0.006314,0.017936,0.004329
87,0.547152,0.004331,0.511273,0.008407,0.035879,0.004076
88,0.366750,0.009422,0.340650,0.007327,0.026100,0.002095
89,0.526795,0.012777,0.510511,0.007922,0.016284,0.004855
90,0.628751,0.002088,0.670445,0.007875,0.041694,0.005787
91,0.887624,0.006135,0.879059,0.030258,0.008565,0.024123
92,0.265335,0.043688,0.305035,0.003399,0.039700,0.040289
93,0.791553,0.083572,0.852192,0.028276,0.060639,0.055296
94,0.647702,0.006763,0.657676,0.019487,0.009974,0.012724
95,1.152135,0.028217,0.852263,0.137528,0.299872,0.109311
96,0.288142,0.018482,0.328917,0.008694,0.040775,0.009788
97,0.804523,0.364104,1.037205,0.073481,0.232683,0.290623
98,0.553340,0.004052,0.586649,0.004544,0.033309,0.000492
99,1.091288,0.020730,1.016774,0.033588,0.074514,0.012858
100,0.401024,0.007109,0.404059,0.005466,0.003035,0.001643
101,1.074416,0.026530,1.016720,0.035110,0.057696,0.008581
102,0.000000,0.000000,-0.000000,6.345210,0.000000,6.345210
103,0.000000,0.000000,0.000000,8.222175,0.000000,8.222175
104,0.000615,0.006440,0.000000,2.333615,0.000615,2.327175
105,0.026726,0.093401,0.000000,5.927089,0.026726,5.833689
106,0.172102,0.216056,0.644379,0.456143,0.472277,0.240088
107,0.000000,0.000000,0.694444,0.460642,0.694444,0.460642
108,0.388889,0.487498,0.055556,0.229061,0.333333,0.258437
