idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.000000,0.000000,0.217488,0.322628,0.217488,0.322628
1,0.000000,0.000000,0.234481,0.347858,0.234481,0.347858
2,0.000000,0.000000,0.210980,0.312966,0.210980,0.312966
3,0.000000,0.000000,0.226346,0.335791,0.226346,0.335791
4,0.000000,0.000000,0.206044,0.305647,0.206044,0.305647
5,0.000000,0.000000,0.217915,0.323291,0.217915,0.323291
6,0.000000,0.000000,0.203460,0.301819,0.203460,0.301819
7,0.000000,0.000000,0.215590,0.319850,0.215590,0.319850
8,0.000000,0.000000,0.204820,0.303828,0.204820,0.303828
9,0.000000,0.000000,0.216626,0.321380,0.216626,0.321380
10,0.000000,0.000000,0.217128,0.322085,0.217128,0.322085
11,0.000000,0.000000,0.196381,0.291352,0.196381,0.291352
12,0.000000,0.000000,0.217417,0.322509,0.217417,0.322509
13,0.000000,0.000000,0.184181,0.273287,0.184181,0.273287
14,0.000000,0.000000,0.218090,0.323510,0.218090,0.323510
15,0.000000,0.000000,0.175643,0.260630,0.175643,0.260630
16,0.000000,0.000000,0.219268,0.325262,0.219268,0.325262
17,0.000000,0.000000,0.167685,0.248835,0.167685,0.248835
18,0.000000,0.000000,0.226609,0.336147,0.226609,0.336147
19,0.000000,0.000000,0.201078,0.298330,0.201078,0.298330
20,0.000000,0.000000,0.222270,0.329760,0.222270,0.329760
21,0.000000,0.000000,0.199356,0.295897,0.199356,0.295897
22,0.000000,0.000000,0.216793,0.321739,0.216793,0.321739
23,0.000000,0.000000,0.207693,0.308564,0.207693,0.308564
24,0.000000,0.000000,0.214849,0.318906,0.214849,0.318906
25,0.000000,0.000000,0.212139,0.315488,0.212139,0.315488
26,0.000000,0.000000,0.233105,0.345780,0.233105,0.345780
27,0.000000,0.000000,0.211727,0.314144,0.211727,0.314144
28,0.000000,0.000000,0.224021,0.332337,0.224021,0.332337
29,0.000000,0.000000,0.219708,0.325979,0.219708,0.325979
30,0.000000,0.000000,0.216404,0.321023,0.216404,0.321023
31,0.000000,0.000000,0.228380,0.338825,0.228380,0.338825
32,0.000000,0.000000,0.213845,0.317213,0.213845,0.317213
33,0.000000,0.000000,0.231810,0.343900,0.231810,0.343900
34,0.000000,0.000000,0.236965,0.351506,0.236965,0.351506
35,0.000000,0.000000,0.225067,0.333947,0.225067,0.333947
36,0.000000,0.000000,0.228753,0.339352,0.228753,0.339352
37,0.000000,0.000000,0.231859,0.344005,0.231859,0.344005
38,0.000000,0.000000,0.222031,0.329372,0.222031,0.329372
39,0.000000,0.000000,0.237876,0.352909,0.237876,0.352909
40,0.000000,0.000000,0.219355,0.325391,0.219355,0.325391
41,0.000000,0.000000,0.240437,0.356689,0.240437,0.356689
42,0.158255,0.108602,0.091335,0.136542,0.066920,0.027940
43,0.491253,0.315458,0.107221,0.159125,0.384031,0.156333
44,0.177493,0.121694,0.102414,0.152795,0.075079,0.031101
45,0.463079,0.297351,0.101831,0.151231,0.361248,0.146120
46,0.189601,0.130645,0.109428,0.163131,0.080173,0.032486
47,0.427867,0.274812,0.090433,0.134506,0.337434,0.140305
48,0.192636,0.133867,0.111933,0.166918,0.080702,0.033051
49,0.397899,0.255617,0.079503,0.118625,0.318396,0.136992
50,0.189874,0.133874,0.113796,0.169606,0.076078,0.035731
51,0.375298,0.241065,0.071015,0.106396,0.304283,0.134669
52,0.166941,0.118433,0.104612,0.156608,0.062329,0.038175
53,0.379008,0.243502,0.067870,0.101445,0.311138,0.142057
54,0.162944,0.118425,0.106390,0.159564,0.056554,0.041139
55,0.342135,0.219893,0.052522,0.079482,0.289612,0.140411
56,0.158322,0.117744,0.107225,0.161034,0.051097,0.043291
57,0.320886,0.206330,0.043040,0.066307,0.277846,0.140023
58,0.153596,0.117188,0.107817,0.162099,0.045779,0.044912
59,0.302785,0.194768,0.034745,0.055199,0.268040,0.139570
60,0.153769,0.110910,0.099649,0.149517,0.054120,0.038607
61,0.380753,0.244608,0.064859,0.096903,0.315894,0.147705
62,0.149117,0.110870,0.101461,0.152611,0.047657,0.041741
63,0.342099,0.219813,0.047661,0.072353,0.294438,0.147460
64,0.144874,0.110749,0.102680,0.154701,0.042195,0.043952
65,0.318597,0.204804,0.037221,0.058256,0.281375,0.146548
66,0.140832,0.110937,0.103910,0.156784,0.036922,0.045847
67,0.298617,0.192073,0.028241,0.047008,0.270376,0.145065
68,0.142054,0.104080,0.094502,0.142093,0.047552,0.038013
69,0.389574,0.250315,0.064287,0.095869,0.325287,0.154445
70,0.137407,0.104056,0.096220,0.145065,0.041187,0.041008
71,0.352751,0.226663,0.047805,0.072169,0.304947,0.154495
72,0.134700,0.104544,0.097751,0.147643,0.036948,0.043099
73,0.329962,0.212067,0.037966,0.058689,0.291996,0.153378
74,0.132286,0.105313,0.099130,0.149996,0.033157,0.044683
75,0.310961,0.199915,0.029590,0.047970,0.281371,0.151944
76,0.131116,0.097441,0.088587,0.133517,0.042530,0.036076
77,0.405339,0.260550,0.066142,0.098386,0.339197,0.162164
78,0.127831,0.097718,0.090014,0.135971,0.037817,0.038254
79,0.374857,0.240909,0.052964,0.079180,0.321894,0.161729
