idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.000000,0.000000,0.337762,0.324135,0.337762,0.324135
1,0.000000,0.000000,0.388713,0.375627,0.388713,0.375627
2,0.000000,0.000000,0.326291,0.313204,0.326291,0.313204
3,0.000000,0.000000,0.370304,0.359125,0.370304,0.359125
4,0.000000,0.000000,0.319012,0.306458,0.319012,0.306458
5,0.000000,0.000000,0.354061,0.345656,0.354061,0.345656
6,0.000000,0.000000,0.312855,0.300785,0.312855,0.300785
7,0.000000,0.000000,0.347605,0.341878,0.347605,0.341878
8,0.000000,0.000000,0.310201,0.298422,0.310201,0.298422
9,0.000000,0.000000,0.347524,0.343481,0.347524,0.343481
10,0.000000,0.000000,0.341129,0.328091,0.341129,0.328091
11,0.000000,0.000000,0.333124,0.327536,0.333124,0.327536
12,0.000000,0.000000,0.339293,0.326862,0.339293,0.326862
13,0.000000,0.000000,0.320501,0.321790,0.320501,0.321790
14,0.000000,0.000000,0.337904,0.325833,0.337904,0.325833
15,0.000000,0.000000,0.310481,0.316762,0.310481,0.316762
16,0.000000,0.000000,0.338273,0.326504,0.338273,0.326504
17,0.000000,0.000000,0.301070,0.311767,0.301070,0.311767
18,0.000000,0.000000,0.352183,0.338652,0.352183,0.338652
19,0.000000,0.000000,0.345708,0.339006,0.345708,0.339006
20,0.000000,0.000000,0.334267,0.321372,0.334267,0.321372
21,0.000000,0.000000,0.345039,0.342572,0.345039,0.342572
22,0.000000,0.000000,0.322892,0.310367,0.322892,0.310367
23,0.000000,0.000000,0.358893,0.354986,0.358893,0.354986
24,0.000000,0.000000,0.321428,0.309142,0.321428,0.309142
25,0.000000,0.000000,0.366172,0.361297,0.366172,0.361297
26,0.000000,0.000000,0.357211,0.343313,0.357211,0.343313
27,0.000000,0.000000,0.364756,0.356159,0.364756,0.356159
28,0.000000,0.000000,0.334512,0.321255,0.334512,0.321255
29,0.000000,0.000000,0.372034,0.365521,0.372034,0.365521
30,0.000000,0.000000,0.327321,0.314389,0.327321,0.314389
