idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.499163,0.318161,0.374013,0.319944,0.125150,0.001783
1,0.531895,0.339111,0.432046,0.372614,0.099849,0.033504
2,0.484191,0.308623,0.361892,0.309654,0.122299,0.001031
3,0.508244,0.324034,0.412971,0.357832,0.095273,0.033797
4,0.469254,0.299106,0.354000,0.303143,0.115254,0.004037
5,0.483450,0.308236,0.396349,0.346454,0.087100,0.038218
6,0.459581,0.292938,0.347230,0.297591,0.112351,0.004653
7,0.482299,0.307445,0.389429,0.343725,0.092869,0.036280
8,0.467206,0.297803,0.345260,0.296154,0.121946,0.001650
9,0.497667,0.317214,0.390631,0.346665,0.107036,0.029451
10,0.499726,0.318523,0.378344,0.324400,0.121382,0.005877
11,0.430594,0.274547,0.373923,0.330273,0.056671,0.055726
12,0.497124,0.316870,0.376471,0.323358,0.120654,0.006488
13,0.410551,0.261761,0.361351,0.327137,0.049199,0.065376
14,0.496641,0.316594,0.375120,0.322537,0.121521,0.005943
15,0.395376,0.252396,0.351545,0.324369,0.043831,0.071973
16,0.499627,0.318548,0.375487,0.323188,0.124140,0.004641
17,0.380406,0.243512,0.342172,0.321434,0.038234,0.077922
18,0.522238,0.332881,0.390698,0.334942,0.131540,0.002061
19,0.444389,0.283360,0.387809,0.341080,0.056580,0.057720
20,0.493107,0.314309,0.371332,0.318270,0.121775,0.003962
21,0.469249,0.299113,0.388104,0.346164,0.081146,0.047051
22,0.479805,0.305828,0.359574,0.308192,0.120231,0.002364
23,0.498719,0.317877,0.403583,0.358202,0.095136,0.040324
24,0.481149,0.306685,0.358558,0.307553,0.122592,0.000868
25,0.510360,0.325308,0.412272,0.364817,0.098088,0.039510
26,0.534647,0.340793,0.396297,0.339549,0.138350,0.001244
27,0.477368,0.304345,0.408314,0.356853,0.069054,0.052507
28,0.503386,0.320857,0.371586,0.318114,0.131799,0.002744
29,0.508437,0.324098,0.416535,0.366587,0.091902,0.042489
30,0.490792,0.312829,0.364016,0.311725,0.126776,0.001105
31,0.523928,0.333978,0.427150,0.375164,0.096778,0.041186
32,0.491854,0.313508,0.366995,0.314574,0.124859,0.001065
33,0.525388,0.334962,0.431135,0.378325,0.094253,0.043363
34,0.540874,0.344761,0.397030,0.339946,0.143844,0.004815
35,0.515284,0.328479,0.430363,0.374111,0.084921,0.045632
36,0.514738,0.328092,0.377427,0.322970,0.137311,0.005121
37,0.536754,0.342149,0.435959,0.380806,0.100795,0.038658
38,0.502423,0.320243,0.371261,0.317748,0.131161,0.002495
39,0.543801,0.346660,0.442091,0.385987,0.101711,0.039328
40,0.500745,0.319178,0.373771,0.320085,0.126974,0.000907
41,0.542376,0.345798,0.444571,0.388004,0.097805,0.042207
42,0.000000,0.000000,0.067531,0.127065,0.067531,0.127065
43,0.000000,0.000000,0.095171,0.202806,0.095171,0.202806
44,0.000000,0.000000,0.074480,0.139823,0.074480,0.139823
45,0.000000,0.000000,0.090595,0.195616,0.090595,0.195616
46,0.000000,0.000000,0.079001,0.148217,0.079001,0.148217
47,0.000000,0.000000,0.083430,0.186749,0.083430,0.186749
48,0.000000,0.000000,0.081570,0.153051,0.081570,0.153051
49,0.000000,0.000000,0.077785,0.181766,0.077785,0.181766
