idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.000000,0.000000,0.244240,0.315315,0.244240,0.315315
1,0.000000,0.000000,0.268712,0.346922,0.268712,0.346922
2,0.000000,0.000000,0.237369,0.306444,0.237369,0.306444
3,0.000000,0.000000,0.254314,0.328331,0.254314,0.328331
4,0.000000,0.000000,0.233917,0.301989,0.233917,0.301989
5,0.000000,0.000000,0.240134,0.310030,0.240134,0.310030
6,0.000000,0.000000,0.230390,0.297437,0.230390,0.297437
7,0.000000,0.000000,0.232781,0.300539,0.232781,0.300539
8,0.000000,0.000000,0.228795,0.295381,0.228795,0.295381
9,0.000000,0.000000,0.230815,0.297986,0.230815,0.297986
10,0.000000,0.000000,0.251342,0.324485,0.251342,0.324485
11,0.000000,0.000000,0.223562,0.288639,0.223562,0.288639
12,0.000000,0.000000,0.251920,0.325236,0.251920,0.325236
13,0.000000,0.000000,0.209718,0.270768,0.209718,0.270768
14,0.000000,0.000000,0.251652,0.324892,0.251652,0.324892
15,0.000000,0.000000,0.199768,0.257921,0.199768,0.257921
16,0.000000,0.000000,0.252578,0.326092,0.252578,0.326092
17,0.000000,0.000000,0.191017,0.246623,0.191017,0.246623
18,0.000000,0.000000,0.259378,0.334861,0.259378,0.334861
19,0.000000,0.000000,0.232999,0.300818,0.232999,0.300818
20,0.000000,0.000000,0.245940,0.317526,0.245940,0.317526
21,0.000000,0.000000,0.228507,0.295017,0.228507,0.295017
22,0.000000,0.000000,0.237249,0.306301,0.237249,0.306301
23,0.000000,0.000000,0.239321,0.308981,0.239321,0.308981
24,0.000000,0.000000,0.237120,0.306135,0.237120,0.306135
25,0.000000,0.000000,0.245090,0.316428,0.245090,0.316428
26,0.000000,0.000000,0.262498,0.338890,0.262498,0.338890
27,0.000000,0.000000,0.247580,0.319639,0.247580,0.319639
28,0.000000,0.000000,0.244906,0.316181,0.244906,0.316181
29,0.000000,0.000000,0.249960,0.322707,0.249960,0.322707
30,0.000000,0.000000,0.239435,0.309114,0.239435,0.309114
31,0.000000,0.000000,0.257270,0.332146,0.257270,0.332146
32,0.000000,0.000000,0.242489,0.313057,0.242489,0.313057
33,0.000000,0.000000,0.259721,0.335311,0.259721,0.335311
34,0.000000,0.000000,0.262188,0.338490,0.262188,0.338490
35,0.000000,0.000000,0.263595,0.340316,0.263595,0.340316
36,0.000000,0.000000,0.248458,0.320768,0.248458,0.320768
37,0.000000,0.000000,0.265232,0.342428,0.265232,0.342428
38,0.000000,0.000000,0.243878,0.314852,0.243878,0.314852
39,0.000000,0.000000,0.269020,0.347319,0.269020,0.347319
40,0.000000,0.000000,0.246294,0.317970,0.246294,0.317970
41,0.000000,0.000000,0.270340,0.349023,0.270340,0.349023
42,0.216524,0.046135,0.134870,0.148018,0.081654,0.101883
43,0.682042,0.010470,0.154216,0.168379,0.527826,0.157910
44,0.238031,0.055050,0.151015,0.165318,0.087016,0.110268
45,0.639781,0.013968,0.145899,0.159362,0.493882,0.145395
46,0.251528,0.063597,0.161043,0.176113,0.090484,0.112515
47,0.588498,0.017906,0.129263,0.141440,0.459234,0.123533
48,0.253834,0.068549,0.165032,0.180501,0.088801,0.111952
49,0.544760,0.020642,0.113807,0.125006,0.430953,0.104364
50,0.248902,0.072294,0.168252,0.183910,0.080650,0.111616
51,0.511908,0.021449,0.101717,0.112287,0.410191,0.090838
52,0.228659,0.060014,0.154257,0.169550,0.074402,0.109537
53,0.523710,0.012904,0.095557,0.105798,0.428153,0.092894
54,0.223679,0.065439,0.157133,0.173133,0.066546,0.107694
55,0.471563,0.012494,0.072940,0.082657,0.398622,0.070162
56,0.217014,0.069803,0.158550,0.175003,0.058464,0.105200
57,0.440929,0.012006,0.059124,0.069284,0.381805,0.057278
58,0.210326,0.074052,0.159571,0.176377,0.050756,0.102326
59,0.414989,0.011620,0.046996,0.058434,0.367993,0.046814
60,0.214241,0.058693,0.146985,0.162035,0.067256,0.103342
61,0.525304,0.012273,0.091159,0.101036,0.434145,0.088764
62,0.208252,0.064524,0.149883,0.165774,0.058369,0.101250
63,0.469842,0.011540,0.065768,0.075216,0.404074,0.063676
