idx,mean_script,std_script,mean_backend,std_backend,diff_mean,diff_std
0,0.086421,0.225374,0.431826,0.305617,0.345405,0.080243
1,0.101179,0.263848,0.496055,0.354586,0.394876,0.090739
2,0.085772,0.223696,0.417131,0.295316,0.331359,0.071620
3,0.098409,0.256645,0.472809,0.339524,0.374400,0.082878
4,0.084792,0.221222,0.407143,0.288543,0.322351,0.067320
5,0.095242,0.248425,0.452999,0.328289,0.357758,0.079864
6,0.083398,0.217607,0.398620,0.282778,0.315222,0.065170
7,0.094315,0.246031,0.445554,0.326483,0.351240,0.080452
8,0.082964,0.216419,0.396586,0.281637,0.313623,0.065218
9,0.094563,0.246758,0.448088,0.330257,0.353525,0.083499
10,0.087184,0.227353,0.435788,0.309336,0.348605,0.081983
11,0.085995,0.224435,0.426611,0.312669,0.340615,0.088234
12,0.086533,0.225659,0.433320,0.308277,0.346787,0.082618
13,0.082204,0.214542,0.413198,0.311924,0.330994,0.097382
14,0.086281,0.225013,0.431592,0.307484,0.345311,0.082470
15,0.079190,0.206656,0.402031,0.310371,0.322841,0.103715
16,0.086392,0.225324,0.431660,0.307960,0.345268,0.082635
17,0.076311,0.199156,0.391322,0.308599,0.315011,0.109442
18,0.088479,0.230916,0.450486,0.319677,0.362007,0.088761
19,0.087565,0.228410,0.443318,0.323625,0.355754,0.095216
20,0.085677,0.223544,0.427129,0.302978,0.341452,0.079434
21,0.089324,0.233005,0.445126,0.330291,0.355802,0.097286
22,0.083949,0.218957,0.414426,0.293962,0.330476,0.075005
23,0.094034,0.245297,0.463303,0.341923,0.369269,0.096626
24,0.083785,0.218515,0.413676,0.293725,0.329890,0.075210
25,0.096212,0.251040,0.473137,0.348008,0.376924,0.096968
26,0.088996,0.232557,0.457053,0.324098,0.368057,0.091541
27,0.091637,0.238970,0.467948,0.339385,0.376311,0.100415
28,0.085621,0.223554,0.427623,0.302860,0.342002,0.079306
29,0.095062,0.247930,0.478401,0.349834,0.383339,0.101903
30,0.083961,0.219043,0.419337,0.297079,0.335376,0.078036
31,0.098658,0.257304,0.490810,0.358124,0.392152,0.100820
32,0.083851,0.218706,0.422792,0.299882,0.338941,0.081177
33,0.099879,0.260505,0.495218,0.361002,0.395339,0.100497
34,0.089068,0.233019,0.457700,0.324278,0.368632,0.091258
35,0.096559,0.251879,0.494342,0.356586,0.397783,0.104706
36,0.086115,0.225140,0.434293,0.307449,0.348179,0.082309
37,0.098869,0.257967,0.501397,0.363752,0.402528,0.105784
38,0.084674,0.221128,0.427840,0.302930,0.343166,0.081802
39,0.101074,0.263669,0.508582,0.368767,0.407507,0.105098
40,0.084447,0.220416,0.431159,0.305508,0.346712,0.085092
41,0.101759,0.265428,0.511169,0.370496,0.409409,0.105068
42,0.000000,0.000000,0.024842,0.086311,0.024842,0.086311
43,0.000000,0.000000,0.038978,0.147488,0.038978,0.147488
44,0.000000,0.000000,0.027007,0.093725,0.027007,0.093725
45,0.000000,0.000000,0.037380,0.142765,0.037380,0.142765
46,0.000000,0.000000,0.028372,0.098470,0.028372,0.098470
47,0.000000,0.000000,0.035016,0.137267,0.035016,0.137267
48,0.000000,0.000000,0.029194,0.101340,0.029194,0.101340
49,0.000000,0.000000,0.033431,0.134500,0.033431,0.134500
